rank,gene,typed_status,strongest_condition,strongest_n_total_de_genes,rest_de,stim8hr_de,stim48hr_de,k562_de,rpe1_de,specificity_status,collectri_target_count,standard_t_cell_annotation
8308,SAXO2,not_assayed,,,2,9,2,,,not_assayed,0,False
8309,SAXO4,not_assayed,,,10,23,82,,,not_assayed,0,False
8310,SAXO5,not_assayed,,,2,0,159,,,not_assayed,0,False
8311,SAYSD1,associative_only,Rest,2,2,1,1,1,,cell_type_specific_context,0,False
8312,SBDS,evidence_attached,Stim48hr,78,34,7,78,1,246,cell_type_specific_context,0,False
8313,SBF1,evidence_attached,Rest,182,182,9,5,1,,cell_type_specific_context,0,False
8314,SBF2,not_assayed,,,0,1,2,,,not_assayed,0,False
8315,SBK1,associative_only,Stim48hr,2,1,0,2,,,not_assayed,0,False
8316,SBNO1,evidence_attached,Rest,229,229,122,8,311,462,specificity_warning,0,False
8317,SC5D,associative_only,Rest,1,1,1,1,3,,cell_type_specific_context,0,False
8318,SCAF1,associative_only,Rest,2,2,1,2,12,992,cell_type_specific_context,0,False
8319,SCAF11,evidence_attached,Stim8hr,32,5,32,6,19,,cell_type_specific_context,0,False
8320,SCAF4,evidence_attached,Stim48hr,600,167,235,600,72,,specificity_warning,0,False
8321,SCAF8,evidence_attached,Stim48hr,119,82,59,119,110,,specificity_warning,0,False
8322,SCAI,associative_only,Stim8hr,5,3,5,1,0,,cell_type_specific_context,0,False
8323,SCAMP1,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
8324,SCAMP2,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
8325,SCAMP3,associative_only,Stim48hr,3,2,2,3,1,,cell_type_specific_context,0,False
8326,SCAMP4,not_assayed,,,14,5,14,3,,cell_type_specific_context,0,False
8327,SCAND1,associative_only,Stim48hr,4,2,2,4,1,,cell_type_specific_context,0,False
8328,SCAND3,not_assayed,,,0,0,1,,,not_assayed,0,False
8329,SCAP,evidence_attached,Stim48hr,234,24,35,234,93,69,specificity_warning,0,False
8330,SCAPER,evidence_attached,Stim48hr,37,6,13,37,3,,cell_type_specific_context,0,False
8331,SCARB1,associative_only,Stim48hr,4,1,1,4,6,,cell_type_specific_context,0,False
8332,SCARB2,associative_only,Stim8hr,4,1,4,2,6,,cell_type_specific_context,0,False
8333,SCARF1,associative_only,Stim48hr,4,1,1,4,,,not_assayed,0,False
8334,SCCPDH,associative_only,Stim8hr,3,1,3,2,9,,cell_type_specific_context,0,False
8335,SCD,evidence_attached,Stim48hr,136,1,2,136,0,15,cell_type_specific_context,0,False
8336,SCD5,not_assayed,,,9,25,7,,,not_assayed,0,False
8337,SCFD2,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
8338,SCGB1A1,not_assayed,,,1,17,0,,,not_assayed,0,False
8339,SCGB2B2,not_assayed,,,1,56,4,,,not_assayed,0,False
8340,SCGB3A1,not_assayed,,,3,3,5,,,not_assayed,0,False
8341,SCGB3A2,not_assayed,,,0,0,4,,,not_assayed,0,False
8342,SCIMP,not_assayed,,,0,1,0,,,not_assayed,0,False
8343,SCLT1,associative_only,Rest,3,3,2,2,3,,cell_type_specific_context,0,False
8344,SCLY,associative_only,Rest,5,5,2,3,5,,cell_type_specific_context,0,False
8345,SCMH1,associative_only,Stim48hr,1,0,0,1,0,,cell_type_specific_context,0,False
8346,SCML1,not_assayed,,,1,0,4,,,not_assayed,0,False
8347,SCML2,associative_only,Stim8hr,1,1,1,1,0,,cell_type_specific_context,0,False
8348,SCML4,not_assayed,,,0,0,0,0,,cell_type_specific_context,0,False
8349,SCN8A,not_assayed,,,0,1,0,,,not_assayed,0,False
8350,SCNM1,associative_only,Rest,2,2,2,2,1,1,cell_type_specific_context,0,False
8351,SCNN1D,not_assayed,,,0,0,0,,,not_assayed,0,False
8352,SCO1,evidence_attached,Stim8hr,401,43,401,1219,61,,specificity_warning,0,False
8353,SCO2,evidence_attached,Stim8hr,369,53,369,200,0,,cell_type_specific_context,0,False
8354,SCOC,associative_only,Stim8hr,7,3,7,4,11,,cell_type_specific_context,0,False
8355,SCP2,associative_only,Rest,3,3,2,3,0,,cell_type_specific_context,0,False
8356,SCPEP1,associative_only,Stim48hr,3,1,1,3,,,not_assayed,0,False
8357,SCRG1,not_assayed,,,0,0,1,,,not_assayed,0,False
8358,SCRIB,evidence_attached,Stim48hr,28,1,7,28,5,,cell_type_specific_context,0,False
8359,SCRN1,not_assayed,,,0,0,0,,,not_assayed,0,False
8360,SCRN2,associative_only,Stim8hr,5,3,5,2,1,,cell_type_specific_context,0,False
8361,SCRN3,evidence_attached,Stim8hr,79,11,79,6,1,,cell_type_specific_context,0,False
8362,SCRT1,not_assayed,,,1,0,1,0,,cell_type_specific_context,1,False
8363,SCRT2,not_assayed,,,17,48,59,1,,cell_type_specific_context,0,False
8364,SCX,not_assayed,,,0,0,0,,,not_assayed,13,False
8365,SCYL1,associative_only,Stim8hr,2,1,2,1,96,,specificity_warning,0,False
8366,SCYL2,associative_only,Stim48hr,5,1,1,5,1,,cell_type_specific_context,0,False
8367,SCYL3,evidence_attached,Stim48hr,882,220,541,882,,,not_assayed,0,False
8368,SDC4,evidence_attached,Stim8hr,23,1,23,9,,,not_assayed,0,False
8369,SDCBP,evidence_attached,Rest,15,15,4,2,9,,cell_type_specific_context,0,False
8370,SDCBP2,not_assayed,,,1,0,0,,,not_assayed,0,False
8371,SDCCAG8,evidence_attached,Rest,11,11,6,8,2,,cell_type_specific_context,0,False
8372,SDF2L1,associative_only,Stim8hr,4,2,4,2,3,,cell_type_specific_context,0,False
8373,SDF4,associative_only,Stim48hr,9,6,6,9,2,,cell_type_specific_context,0,False
8374,SDHA,not_assayed,,,11,0,0,75,4,specificity_warning,0,False
8375,SDHAF1,associative_only,Stim48hr,2,1,1,2,0,,cell_type_specific_context,0,False
8376,SDHAF2,associative_only,Rest,5,5,4,2,7,52,cell_type_specific_context,0,False
8377,SDHAF3,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
8378,SDHAF4,evidence_attached,Stim8hr,61,2,61,8,,,not_assayed,0,False
8379,SDHD,not_assayed,,,8,19,14,3,1,cell_type_specific_context,0,False
8380,SDK2,not_assayed,,,0,0,0,,,not_assayed,0,False
8381,SDR39U1,evidence_attached,Stim8hr,14,11,14,1,247,125,specificity_warning,0,False
8382,SDR42E1,not_assayed,,,0,4,0,,,not_assayed,0,False
8383,SDR42E2,not_assayed,,,0,0,0,,,not_assayed,0,False
8384,SEBOX,not_assayed,,,0,1,1,0,,cell_type_specific_context,0,False
8385,SEC11A,associative_only,Stim48hr,2,1,1,2,20,,cell_type_specific_context,0,False
8386,SEC11C,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
8387,SEC14L1,evidence_attached,Stim8hr,646,456,646,218,66,,specificity_warning,0,False
8388,SEC14L2,evidence_attached,Rest,1141,1141,71,102,,,not_assayed,0,False
8389,SEC14L5,not_assayed,,,33,47,31,,,not_assayed,0,False
8390,SEC16A,associative_only,Stim48hr,9,1,4,9,0,412,cell_type_specific_context,0,False
8391,SEC22A,evidence_attached,Stim8hr,31,16,31,4,1,,cell_type_specific_context,0,False
8392,SEC22B,associative_only,Rest,5,5,4,2,52,,specificity_warning,0,False
8393,SEC22C,associative_only,Rest,3,3,2,3,1,,cell_type_specific_context,0,False
8394,SEC23A,evidence_attached,Rest,14,14,9,11,4,,cell_type_specific_context,0,False
8395,SEC23B,evidence_attached,Stim8hr,15,4,15,9,5,,cell_type_specific_context,0,False
8396,SEC23IP,associative_only,Rest,2,2,1,2,0,,cell_type_specific_context,0,False
8397,SEC24A,evidence_attached,Stim48hr,64,497,2,64,0,,cell_type_specific_context,0,False
8398,SEC24B,associative_only,Rest,2,2,1,1,0,,cell_type_specific_context,0,False
8399,SEC24C,evidence_attached,Stim8hr,79,4,79,5,1,,cell_type_specific_context,0,False
8400,SEC24D,associative_only,Stim8hr,3,1,3,1,0,,cell_type_specific_context,0,False
8401,SEC31A,evidence_attached,Stim48hr,60,1,11,60,35,,specificity_warning,0,False
8402,SEC31B,associative_only,Stim8hr,3,6,3,3,,,not_assayed,0,False
8403,SEC61A2,associative_only,Stim48hr,4,3,1,4,,,not_assayed,0,False
8404,SEC61B,evidence_attached,Stim8hr,811,643,811,0,132,863,specificity_warning,0,False
8405,SEC62,evidence_attached,Rest,142,142,3,7,0,260,cell_type_specific_context,0,False
8406,SEC63,evidence_attached,Stim48hr,647,293,306,647,34,229,specificity_warning,0,False
8407,SECISBP2,associative_only,Stim8hr,5,0,5,2,8,,cell_type_specific_context,0,False
8408,SECISBP2L,evidence_attached,Stim8hr,11,9,11,6,0,,cell_type_specific_context,0,False
8409,SECTM1,not_assayed,,,0,4,1,,,not_assayed,0,False
8410,SEH1L,not_assayed,,,4,12,22,419,1820,specificity_warning,0,False
8411,SEL1L,evidence_attached,Rest,1497,1497,937,279,42,,specificity_warning,0,False
8412,SEL1L3,associative_only,Rest,4,4,3,1,0,,cell_type_specific_context,0,False
8413,SELENBP1,not_assayed,,,0,2,1,2,,cell_type_specific_context,0,False
8414,SELENOF,associative_only,Stim48hr,5,4,3,5,1,,cell_type_specific_context,0,False
8415,SELENOH,associative_only,Stim48hr,6,1,4,6,1,,cell_type_specific_context,0,False
8416,SELENOI,evidence_attached,Stim48hr,15,3,5,15,2,,cell_type_specific_context,0,False
8417,SELENOK,associative_only,Stim8hr,6,1,6,3,2,,cell_type_specific_context,0,False
8418,SELENOM,associative_only,Stim48hr,1,0,0,1,0,,cell_type_specific_context,0,False
8419,SELENON,associative_only,Stim8hr,5,2,5,1,,,not_assayed,0,False
8420,SELENOO,associative_only,Rest,1,1,1,1,3,,cell_type_specific_context,0,False
8421,SELENOS,associative_only,Rest,3,3,1,1,1,,cell_type_specific_context,0,False
8422,SELENOT,not_assayed,,,0,0,0,0,,cell_type_specific_context,0,False
8423,SELENOW,associative_only,Stim8hr,2,1,2,1,1,,cell_type_specific_context,0,False
8424,SELL,associative_only,Rest,1,1,1,1,,,not_assayed,0,True
8425,SELPLG,associative_only,Rest,4,4,2,2,0,,cell_type_specific_context,0,False
8426,SEM1,not_assayed,,,0,4,1,31,2040,specificity_warning,0,False
8427,SEMA3E,not_assayed,,,0,1,0,,,not_assayed,0,False
8428,SEMA3G,not_assayed,,,7,2,2,,,not_assayed,0,False
8429,SEMA4A,not_assayed,,,1,3,0,,,not_assayed,0,False
8430,SEMA4B,associative_only,Stim48hr,6,1,1,6,1,,cell_type_specific_context,0,False
8431,SEMA4C,evidence_attached,Rest,79,79,4,2,0,,cell_type_specific_context,0,False
8432,SEMA4F,not_assayed,,,5,9,7,,,not_assayed,0,False
8433,SEMA5A,not_assayed,,,0,0,0,,,not_assayed,0,False
8434,SEMA6A,not_assayed,,,14,18,16,,,not_assayed,0,False
8435,SEMA6C,not_assayed,,,1,4,1,,,not_assayed,0,False
8436,SEMA7A,associative_only,Stim48hr,1,0,1,1,,,not_assayed,0,False
8437,SENP1,evidence_attached,Stim48hr,367,93,106,367,18,,cell_type_specific_context,0,False
8438,SENP2,associative_only,Rest,3,3,2,3,2,,cell_type_specific_context,0,False
8439,SENP3,evidence_attached,Rest,28,28,6,2,0,,cell_type_specific_context,0,False
8440,SENP5,evidence_attached,Stim8hr,5172,3329,5172,2798,38,,specificity_warning,0,False
8441,SENP7,associative_only,Stim48hr,5,3,3,5,4,,cell_type_specific_context,0,False
8442,SEPSECS,evidence_attached,Stim48hr,36,3,87,36,4,86,cell_type_specific_context,0,False
8443,SEPTIN1,associative_only,Rest,2,2,2,1,0,,cell_type_specific_context,0,False
8444,SEPTIN10,not_assayed,,,0,0,0,,,not_assayed,0,False
8445,SEPTIN11,associative_only,Stim48hr,7,3,4,7,1,,cell_type_specific_context,0,False
8446,SEPTIN2,associative_only,Stim8hr,4,2,4,2,0,,cell_type_specific_context,0,False
8447,SEPTIN5,not_assayed,,,0,2,1,0,,cell_type_specific_context,0,False
8448,SEPTIN6,not_assayed,,,4,2,1,1,,cell_type_specific_context,0,False
8449,SEPTIN7,evidence_attached,Stim8hr,56,2,56,27,2,,cell_type_specific_context,0,False
8450,SEPTIN8,associative_only,Rest,2,2,1,1,9,,cell_type_specific_context,0,False
8451,SERAC1,associative_only,Stim48hr,8,7,4,8,,,not_assayed,0,False
8452,SERBP1,evidence_attached,Stim8hr,32,5,32,4,397,121,specificity_warning,0,False
8453,SERF1B,not_assayed,,,31,4,9,1,,cell_type_specific_context,0,False
8454,SERF2,evidence_attached,Rest,41,41,5,37,249,941,specificity_warning,0,False
8455,SERGEF,evidence_attached,Stim48hr,90,2,14,90,3,,cell_type_specific_context,0,False
8456,SERHL2,not_assayed,,,3,0,1,0,,cell_type_specific_context,0,False
8457,SERINC1,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
8458,SERINC3,associative_only,Stim8hr,2,1,2,1,303,,specificity_warning,0,False
8459,SERINC5,evidence_attached,Stim48hr,18,12,7,18,,,not_assayed,0,False
8460,SERP1,associative_only,Rest,7,7,2,2,2,,cell_type_specific_context,0,False
8461,SERPINA1,not_assayed,,,0,1,0,,,not_assayed,0,False
8462,SERPINB1,associative_only,Stim48hr,3,1,2,3,101,550,specificity_warning,0,False
8463,SERPINB6,associative_only,Stim48hr,1,1,1,1,1,,cell_type_specific_context,0,False
8464,SERPINB8,associative_only,Stim48hr,2,1,2,2,,,not_assayed,0,False
8465,SERPINB9,associative_only,Stim8hr,10,6,10,3,1,,cell_type_specific_context,0,False
8466,SERPINE1,not_assayed,,,0,2,1,,,not_assayed,0,False
8467,SERPINE2,associative_only,Stim48hr,2,1,2,2,,,not_assayed,0,False
8468,SERPINE3,not_assayed,,,7,2,3,,,not_assayed,0,False
8469,SERPING1,not_assayed,,,0,0,3,1,,cell_type_specific_context,0,False
8470,SERPINH1,evidence_attached,Rest,16,16,1,1,1,,cell_type_specific_context,0,False
8471,SERPINI1,associative_only,Rest,4,4,2,3,,,not_assayed,0,False
8472,SERTAD1,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
8473,SERTAD2,associative_only,Rest,4,4,3,1,0,,cell_type_specific_context,0,False
8474,SERTAD3,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
8475,SESN1,associative_only,Stim48hr,5,2,2,5,0,,cell_type_specific_context,0,False
8476,SESN2,associative_only,Stim48hr,3,1,2,3,36,,specificity_warning,0,False
8477,SESN3,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
8478,SESTD1,evidence_attached,Rest,200,200,6,8,,,not_assayed,0,False
8479,SET,evidence_attached,Stim48hr,92,9,8,92,1,2,cell_type_specific_context,0,False
8480,SETBP1,associative_only,Stim48hr,2,0,1,2,0,,cell_type_specific_context,6,False
8481,SETD1B,evidence_attached,Stim8hr,219,109,219,85,4,,cell_type_specific_context,0,False
8482,SETD2,not_assayed,,,1543,1219,713,91,36,specificity_warning,0,False
8483,SETD3,associative_only,Rest,9,9,1,4,2,,cell_type_specific_context,0,False
8484,SETD4,associative_only,Stim48hr,3,1,2,3,1,,cell_type_specific_context,0,False
8485,SETD5,associative_only,Stim48hr,10,4,10,10,259,305,specificity_warning,0,False
8486,SETD6,associative_only,Stim8hr,6,1,6,3,1,,cell_type_specific_context,0,False
8487,SETD7,evidence_attached,Stim48hr,69,0,17,69,18,,cell_type_specific_context,0,False
8488,SETD9,not_assayed,,,0,0,0,8,,cell_type_specific_context,0,False
8489,SETDB1,evidence_attached,Rest,2291,2291,1309,1184,505,142,specificity_warning,0,False
8490,SETDB2,associative_only,Rest,5,5,2,3,0,,cell_type_specific_context,0,False
8491,SETMAR,associative_only,Stim8hr,3,0,3,2,0,,cell_type_specific_context,0,False
8492,SETX,associative_only,Stim48hr,3,1,1,3,211,141,specificity_warning,0,False
8493,SF1,not_assayed,,,0,30,0,162,397,specificity_warning,12,False
8494,SF3B5,evidence_attached,Stim48hr,12,0,0,12,1,1942,cell_type_specific_context,0,False
8495,SFI1,associative_only,Stim8hr,10,1,10,4,0,,cell_type_specific_context,0,False
8496,SFMBT1,associative_only,Stim8hr,1,0,1,0,2,,cell_type_specific_context,0,False
8497,SFMBT2,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
8498,SFN,not_assayed,,,0,1,0,,,not_assayed,0,False
8499,SFR1,not_assayed,,,2,0,2,,,not_assayed,0,False
8500,SFRP1,not_assayed,,,5,3,3,,,not_assayed,0,False
8501,SFT2D1,associative_only,Stim8hr,5,4,5,2,1,,cell_type_specific_context,0,False
8502,SFT2D2,associative_only,Stim8hr,3,2,3,2,1,,cell_type_specific_context,0,False
8503,SFT2D3,associative_only,Rest,9,9,4,6,3,,cell_type_specific_context,0,False
8504,SFTPA1,not_assayed,,,14,11,0,,,not_assayed,0,False
8505,SFTPA2,not_assayed,,,0,0,1,,,not_assayed,0,False
8506,SFTPB,not_assayed,,,0,0,0,,,not_assayed,0,False
8507,SFTPC,not_assayed,,,270,38,2,,,not_assayed,0,False
8508,SFXN1,evidence_attached,Stim48hr,713,53,179,713,11,,cell_type_specific_context,0,False
8509,SFXN2,associative_only,Rest,7,7,5,6,0,,cell_type_specific_context,0,False
8510,SFXN3,associative_only,Rest,2,2,1,1,,,not_assayed,0,False
8511,SFXN4,associative_only,Stim8hr,7,2,7,4,43,,specificity_warning,0,False
8512,SFXN5,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
8513,SGCB,evidence_attached,Rest,49,49,5,10,,,not_assayed,0,False
8514,SGF29,evidence_attached,Stim48hr,4869,3447,4048,4869,,,not_assayed,0,False
8515,SGK1,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
8516,SGK2,not_assayed,,,4,1,0,,,not_assayed,0,False
8517,SGK3,evidence_attached,Rest,40,40,1,5,50,,specificity_warning,0,False
8518,SGMS1,associative_only,Stim8hr,3,2,3,2,0,,cell_type_specific_context,0,False
8519,SGO1,associative_only,Stim8hr,7,5,7,2,2,,cell_type_specific_context,0,False
8520,SGO2,associative_only,Stim48hr,5,4,4,5,32,,specificity_warning,0,False
8521,SGPL1,associative_only,Rest,3,3,1,2,0,,cell_type_specific_context,0,False
8522,SGPP1,associative_only,Stim8hr,5,1,5,1,0,4,cell_type_specific_context,0,False
8523,SGPP2,associative_only,Stim48hr,1,1,1,1,,,not_assayed,0,False
8524,SGSH,associative_only,Stim48hr,3,2,3,3,0,,cell_type_specific_context,0,False
8525,SGSM1,not_assayed,,,0,0,1,,,not_assayed,0,False
8526,SGSM2,associative_only,Stim48hr,3,1,2,3,1,,cell_type_specific_context,0,False
8527,SGSM3,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
8528,SGTA,associative_only,Stim8hr,3,2,3,2,2,,cell_type_specific_context,0,False
8529,SGTB,associative_only,Stim48hr,3,2,2,3,3,,cell_type_specific_context,0,False
8530,SH2B1,associative_only,Rest,1,1,1,1,3,,cell_type_specific_context,0,False
8531,SH2B3,associative_only,Stim48hr,2,1,1,2,0,,cell_type_specific_context,0,False
8532,SH2D1A,associative_only,Rest,2,2,1,1,,,not_assayed,0,False
8533,SH2D2A,associative_only,Stim8hr,4,2,4,1,1,,cell_type_specific_context,0,False
8534,SH2D3A,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
8535,SH2D4A,evidence_attached,Stim8hr,15,10,15,10,,,not_assayed,0,False
8536,SH3BGR,not_assayed,,,0,0,0,3,,cell_type_specific_context,0,False
8537,SH3BGRL,associative_only,Rest,3,3,1,1,1,,cell_type_specific_context,0,False
8538,SH3BGRL2,not_assayed,,,0,1,1,0,,cell_type_specific_context,0,False
8539,SH3BGRL3,associative_only,Rest,2,2,1,1,1,,cell_type_specific_context,0,False
8540,SH3BP1,evidence_attached,Stim8hr,14,7,14,10,0,,cell_type_specific_context,0,False
8541,SH3BP2,not_assayed,,,0,0,0,0,,cell_type_specific_context,0,False
8542,SH3BP5,associative_only,Rest,1,1,1,0,15,,cell_type_specific_context,0,False
8543,SH3BP5L,associative_only,Rest,4,4,1,1,0,,cell_type_specific_context,0,False
8544,SH3D19,not_assayed,,,4,0,2,,,not_assayed,0,False
8545,SH3D21,evidence_attached,Rest,138,138,1,2,,,not_assayed,0,False
8546,SH3GL1,evidence_attached,Rest,325,325,7,171,60,,specificity_warning,0,False
8547,SH3GLB1,associative_only,Stim48hr,2,1,1,2,4,,cell_type_specific_context,0,False
8548,SH3GLB2,associative_only,Rest,3,3,1,2,40,,specificity_warning,0,False
8549,SH3KBP1,associative_only,Rest,4,4,2,2,1069,234,specificity_warning,0,False
8550,SH3PXD2A,not_assayed,,,0,1,12,,,not_assayed,0,False
8551,SH3RF3,not_assayed,,,3,0,0,,,not_assayed,0,False
8552,SH3TC1,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
8553,SH3YL1,evidence_attached,Stim48hr,23,10,23,23,,,not_assayed,0,False
8554,SHANK2,not_assayed,,,16,0,0,,,not_assayed,0,False
8555,SHARPIN,associative_only,Stim8hr,6,3,6,0,2,,cell_type_specific_context,0,False
8556,SHC1,evidence_attached,Stim48hr,33,16,4,33,757,2,specificity_warning,0,False
8557,SHC4,associative_only,Stim8hr,3,0,3,1,,,not_assayed,0,False
8558,SHCBP1,associative_only,Stim48hr,9,2,5,9,1,,cell_type_specific_context,0,False
8559,SHF,associative_only,Stim8hr,3,4,3,6,,,not_assayed,0,False
8560,SHFL,associative_only,Stim48hr,9,8,8,9,0,,cell_type_specific_context,0,False
8561,SHISA2,not_assayed,,,0,1,0,,,not_assayed,0,False
8562,SHISA5,associative_only,Stim48hr,3,2,3,3,0,,cell_type_specific_context,0,False
8563,SHISAL2A,associative_only,Rest,1,1,0,1,,,not_assayed,0,False
8564,SHKBP1,associative_only,Rest,8,8,7,7,0,,cell_type_specific_context,0,False
8565,SHLD1,evidence_attached,Stim8hr,487,285,487,384,0,,cell_type_specific_context,0,False
8566,SHLD2,associative_only,Stim48hr,6,3,3,6,21,,cell_type_specific_context,0,False
8567,SHMT1,associative_only,Stim48hr,6,2,1,6,0,,cell_type_specific_context,0,False
8568,SHMT2,evidence_attached,Stim48hr,188,9,23,188,6,,cell_type_specific_context,0,False
8569,SHOC2,evidence_attached,Stim8hr,808,3,808,664,234,382,specificity_warning,0,False
8570,SHOX,not_assayed,,,0,1,0,0,,cell_type_specific_context,3,False
8571,SHOX2,not_assayed,,,1,2,1,0,,cell_type_specific_context,7,False
8572,SHPK,associative_only,Stim8hr,4,2,4,3,28,,specificity_warning,0,False
8573,SHPRH,associative_only,Stim8hr,4,2,4,1,13,,cell_type_specific_context,0,False
8574,SHQ1,evidence_attached,Stim8hr,231,47,231,46,1,1672,cell_type_specific_context,0,False
8575,SHROOM1,not_assayed,,,0,0,0,0,,cell_type_specific_context,0,False
8576,SIAE,associative_only,Rest,2,2,1,2,,,not_assayed,0,False
8577,SIAH1,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
8578,SIAH2,evidence_attached,Stim48hr,69,22,59,69,11,,cell_type_specific_context,0,False
8579,SIAH3,not_assayed,,,0,0,0,,,not_assayed,0,False
8580,SIDT1,associative_only,Rest,2,2,2,1,,,not_assayed,0,False
8581,SIDT2,associative_only,Stim48hr,3,0,3,3,,,not_assayed,0,False
8582,SIGIRR,not_assayed,,,2,2,0,1,,cell_type_specific_context,0,False
8583,SIGLEC10,not_assayed,,,0,0,0,,,not_assayed,0,False
8584,SIGLEC14,not_assayed,,,0,5,0,58,167,specificity_warning,0,False
8585,SIGLEC9,not_assayed,,,3,0,0,,,not_assayed,0,False
8586,SIGMAR1,associative_only,Stim8hr,2,1,2,1,0,,cell_type_specific_context,0,False
8587,SIK1,not_assayed,,,0,0,0,,,not_assayed,0,False
8588,SIK2,evidence_attached,Rest,147,147,38,11,,,not_assayed,0,False
8589,SIK3,evidence_attached,Stim48hr,1810,457,479,1810,1,,cell_type_specific_context,0,False
8590,SIKE1,associative_only,Stim48hr,9,2,6,9,1,,cell_type_specific_context,0,False
8591,SIL1,associative_only,Stim8hr,2,1,2,1,3,,cell_type_specific_context,0,False
8592,SIM1,not_assayed,,,0,1,0,0,,cell_type_specific_context,4,False
8593,SIM2,not_assayed,,,0,0,1,0,,cell_type_specific_context,11,False
8594,SIMC1,evidence_attached,Rest,53,53,26,15,8,,cell_type_specific_context,0,False
8595,SIN3A,evidence_attached,Rest,162,162,32,3,368,698,specificity_warning,12,False
8596,SIN3B,evidence_attached,Stim48hr,1614,1255,1578,1614,70,,specificity_warning,3,False
8597,SINHCAF,evidence_attached,Stim8hr,1211,58,1211,411,10,,cell_type_specific_context,0,False
8598,SIPA1,associative_only,Stim48hr,4,1,1,4,86,,specificity_warning,0,False
8599,SIPA1L3,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
8600,SIRPA,not_assayed,,,0,2,1,,,not_assayed,0,False
8601,SIRPB1,not_assayed,,,9,4,1,,,not_assayed,0,False
8602,SIRPG,associative_only,Rest,2,2,1,1,,,not_assayed,0,False
8603,SIRT1,not_assayed,,,0,0,0,3,,cell_type_specific_context,62,False
8604,SIRT2,associative_only,Stim48hr,3,2,3,3,0,,cell_type_specific_context,0,False
8605,SIRT3,associative_only,Rest,5,5,1,2,0,,cell_type_specific_context,0,False
8606,SIRT4,associative_only,Stim48hr,1,0,0,1,,,not_assayed,0,False
8607,SIRT5,associative_only,Rest,3,3,1,1,0,,cell_type_specific_context,0,False
8608,SIRT6,evidence_attached,Stim8hr,44,7,44,1,2,,cell_type_specific_context,2,False
8609,SIRT7,evidence_attached,Rest,120,120,111,17,1359,3186,specificity_warning,0,False
8610,SIT1,associative_only,Rest,4,4,1,1,,,not_assayed,0,False
8611,SIVA1,associative_only,Rest,5,5,2,2,1,,cell_type_specific_context,0,False
8612,SIX1,not_assayed,,,0,3,0,1,,cell_type_specific_context,18,False
8613,SIX2,not_assayed,,,3,3,6,2,,cell_type_specific_context,1,False
8614,SIX3,not_assayed,,,11,2,21,5,,cell_type_specific_context,11,False
8615,SIX4,not_assayed,,,2,0,0,0,,cell_type_specific_context,8,False
8616,SIX5,not_assayed,,,0,1,3,0,,cell_type_specific_context,1,False
8617,SIX6,not_assayed,,,1,1,0,17,,cell_type_specific_context,0,False
8618,SKA1,evidence_attached,Rest,12,12,4,8,17,332,cell_type_specific_context,0,False
8619,SKA2,evidence_attached,Stim48hr,78,8,274,78,1,,cell_type_specific_context,0,False
8620,SKA3,evidence_attached,Stim48hr,110,25,11,110,112,590,specificity_warning,0,False
8621,SKAP1,associative_only,Rest,2,2,2,1,,,not_assayed,0,False
8622,SKAP2,evidence_attached,Stim48hr,21,4,1,21,3,,cell_type_specific_context,0,False
8623,SKI,evidence_attached,Rest,23,23,5,11,26,,specificity_warning,4,False
8624,SKIC2,evidence_attached,Rest,62,62,986,0,,,not_assayed,0,False
8625,SKIC3,evidence_attached,Stim8hr,123,13,123,2,,,not_assayed,0,False
8626,SKIC8,evidence_attached,Stim48hr,2400,905,1535,2400,,,not_assayed,0,False
8627,SKIL,associative_only,Stim48hr,2,1,1,2,64,,specificity_warning,20,False
8628,SKOR1,not_assayed,,,0,2,2,0,,cell_type_specific_context,0,False
8629,SKOR2,not_assayed,,,0,1,1,0,,cell_type_specific_context,0,False
8630,SKP2,associative_only,Rest,4,4,2,4,174,5,specificity_warning,0,False
8631,SLA,not_assayed,,,0,0,2,,,not_assayed,0,False
8632,SLA2,evidence_attached,Stim8hr,40,15,40,4,,,not_assayed,0,False
8633,SLAIN1,not_assayed,,,0,0,0,,,not_assayed,0,False
8634,SLAIN2,associative_only,Stim48hr,5,4,5,5,4,,cell_type_specific_context,0,False
8635,SLAMF1,associative_only,Stim8hr,8,3,8,6,,,not_assayed,0,False
