rank,gene,leaderboard_status,orthogonal_dataset_count,rank_input_strongest_de,strongest_condition,rest_de,k562_de,rpe1_de
328,PPP4C,not_cleared_pre_registered_compute_bar,2,172,Stim8hr,136,187,143
329,UXS1,not_cleared_pre_registered_compute_bar,2,172,Rest,172,33,35
330,ZRANB2,not_cleared_pre_registered_compute_bar,2,172,Stim48hr,39,28,11
331,DPH2,not_cleared_pre_registered_compute_bar,2,171,Stim48hr,54,584,726
332,NARS2,not_cleared_pre_registered_compute_bar,2,171,Stim48hr,12,311,16
333,UTP23,not_cleared_pre_registered_compute_bar,2,171,Stim48hr,44,876,807
334,MPG,not_cleared_pre_registered_compute_bar,2,166,Stim48hr,0,127,6
335,GET1,not_cleared_pre_registered_compute_bar,2,165,Stim8hr,282,12,42
336,HBS1L,not_cleared_pre_registered_compute_bar,2,165,Rest,165,807,274
337,LUC7L3,not_cleared_pre_registered_compute_bar,2,165,Rest,165,840,137
338,CYCS,not_cleared_pre_registered_compute_bar,2,163,Stim48hr,19,369,4
339,GTF3C3,not_cleared_pre_registered_compute_bar,2,160,Stim8hr,9,528,746
340,CHORDC1,not_cleared_pre_registered_compute_bar,2,159,Rest,159,339,488
341,SNRNP40,not_cleared_pre_registered_compute_bar,2,159,Stim8hr,6,184,441
342,TMED2,not_cleared_pre_registered_compute_bar,2,159,Stim8hr,129,109,399
343,EMC3,not_cleared_pre_registered_compute_bar,2,157,Stim48hr,12,25,90
344,ARF4,not_cleared_pre_registered_compute_bar,2,154,Stim8hr,6,1,353
345,POLRMT,not_cleared_pre_registered_compute_bar,2,153,Stim48hr,124,481,272
346,C9orf78,not_cleared_pre_registered_compute_bar,2,152,Stim48hr,0,1,197
347,SNUPN,not_cleared_pre_registered_compute_bar,2,152,Rest,152,9,65
348,WDR7,not_cleared_pre_registered_compute_bar,2,150,Stim48hr,8,493,17
349,STARD7,not_cleared_pre_registered_compute_bar,2,149,Stim48hr,2,111,13
350,SLC25A10,not_cleared_pre_registered_compute_bar,2,148,Rest,148,1007,16
351,TPR,not_cleared_pre_registered_compute_bar,2,147,Rest,147,752,1746
352,KRR1,not_cleared_pre_registered_compute_bar,2,146,Stim8hr,37,2503,308
353,PPP2R1A,not_cleared_pre_registered_compute_bar,2,146,Stim8hr,170,495,2129
354,DBF4,not_cleared_pre_registered_compute_bar,2,145,Rest,145,54,2
355,MOCS3,not_cleared_pre_registered_compute_bar,2,145,Stim8hr,102,2,9
356,SEC62,not_cleared_pre_registered_compute_bar,2,142,Rest,142,0,260
357,METTL23,not_cleared_pre_registered_compute_bar,2,141,Stim48hr,37,0,1
358,HNRNPM,not_cleared_pre_registered_compute_bar,2,140,Stim8hr,28,315,26
359,MED10,not_cleared_pre_registered_compute_bar,2,139,Stim8hr,0,2803,246
360,PIK3R4,not_cleared_pre_registered_compute_bar,2,139,Rest,139,1,718
361,KDM6A,not_cleared_pre_registered_compute_bar,2,137,Rest,137,117,57
362,PRPF38B,not_cleared_pre_registered_compute_bar,2,134,Stim8hr,98,53,0
363,ZWINT,not_cleared_pre_registered_compute_bar,2,134,Stim8hr,56,3,31
364,METTL3,not_cleared_pre_registered_compute_bar,2,132,Stim8hr,20,726,2077
365,WDR24,not_cleared_pre_registered_compute_bar,2,129,Stim8hr,0,2,1154
366,DESI1,not_cleared_pre_registered_compute_bar,2,128,Rest,128,134,393
367,ATP5F1B,not_cleared_pre_registered_compute_bar,2,124,Rest,124,829,21
368,ZFR,not_cleared_pre_registered_compute_bar,2,123,Rest,123,269,627
369,HSPH1,not_cleared_pre_registered_compute_bar,2,122,Stim48hr,46,577,1394
370,PRRC2A,not_cleared_pre_registered_compute_bar,2,122,Stim8hr,32,299,227
371,KDM8,not_cleared_pre_registered_compute_bar,2,120,Stim48hr,109,55,44
372,SIRT7,not_cleared_pre_registered_compute_bar,2,120,Rest,120,1359,3186
373,ING3,not_cleared_pre_registered_compute_bar,2,119,Stim48hr,9,101,323
374,TMX2,not_cleared_pre_registered_compute_bar,2,119,Stim8hr,39,1320,1679
375,USP10,not_cleared_pre_registered_compute_bar,2,119,Stim8hr,112,8,659
376,EXOC1,not_cleared_pre_registered_compute_bar,2,118,Rest,118,144,629
377,PRELID1,not_cleared_pre_registered_compute_bar,2,117,Rest,117,251,2213
378,COX7C,not_cleared_pre_registered_compute_bar,2,115,Stim48hr,3,337,13
379,PRORP,not_cleared_pre_registered_compute_bar,2,115,Stim48hr,5,24,52
380,NOL7,not_cleared_pre_registered_compute_bar,2,110,Stim8hr,10,74,462
381,SKA3,not_cleared_pre_registered_compute_bar,2,110,Stim48hr,25,112,590
382,HSPA14,not_cleared_pre_registered_compute_bar,2,109,Stim8hr,35,108,532
383,RTTN,not_cleared_pre_registered_compute_bar,2,109,Rest,109,16,411
384,SUGP1,not_cleared_pre_registered_compute_bar,2,107,Stim8hr,95,956,466
385,DLD,not_cleared_pre_registered_compute_bar,2,106,Stim8hr,41,1124,1614
386,EIF4B,not_cleared_pre_registered_compute_bar,2,103,Rest,103,18,842
387,GLRX3,not_cleared_pre_registered_compute_bar,2,99,Stim8hr,23,114,109
388,SRSF6,not_cleared_pre_registered_compute_bar,2,99,Stim48hr,12,24,285
389,COX17,not_cleared_pre_registered_compute_bar,2,98,Stim48hr,1,768,25
390,PCNX3,not_cleared_pre_registered_compute_bar,2,98,Stim48hr,67,485,108
391,USP36,not_cleared_pre_registered_compute_bar,2,98,Stim8hr,0,180,0
392,NPEPPS,not_cleared_pre_registered_compute_bar,2,97,Rest,97,40,21
393,HSD17B12,not_cleared_pre_registered_compute_bar,2,94,Stim48hr,0,1581,8
394,OGT,not_cleared_pre_registered_compute_bar,2,94,Stim8hr,14,246,560
395,PPP1R12A,not_cleared_pre_registered_compute_bar,2,93,Rest,93,1,206
396,PCM1,not_cleared_pre_registered_compute_bar,2,92,Rest,92,218,500
397,PGD,not_cleared_pre_registered_compute_bar,2,92,Stim8hr,0,630,25
398,CNOT10,not_cleared_pre_registered_compute_bar,2,91,Stim48hr,43,209,265
399,CPNE1,not_cleared_pre_registered_compute_bar,2,91,Stim8hr,0,260,453
400,TEFM,not_cleared_pre_registered_compute_bar,2,88,Stim48hr,30,437,86
401,SRA1,not_cleared_pre_registered_compute_bar,2,87,Stim48hr,0,100,522
402,PPRC1,not_cleared_pre_registered_compute_bar,2,86,Stim48hr,70,829,373
403,GOLT1B,not_cleared_pre_registered_compute_bar,2,85,Stim8hr,0,44,1159
404,HNRNPDL,not_cleared_pre_registered_compute_bar,2,85,Stim48hr,2,145,194
405,INTS6,not_cleared_pre_registered_compute_bar,2,83,Stim48hr,68,127,164
406,CD2BP2,not_cleared_pre_registered_compute_bar,2,81,Rest,81,74,67
407,NCAPD3,not_cleared_pre_registered_compute_bar,2,79,Stim48hr,9,2,78
408,ZNF131,not_cleared_pre_registered_compute_bar,2,79,Stim8hr,2,26,372
409,SBDS,not_cleared_pre_registered_compute_bar,2,78,Stim48hr,34,1,246
410,TP53RK,not_cleared_pre_registered_compute_bar,2,78,Stim8hr,3,557,2024
411,MANF,not_cleared_pre_registered_compute_bar,2,77,Rest,77,9,7
412,CAMLG,not_cleared_pre_registered_compute_bar,2,76,Stim48hr,31,211,322
413,PRKRA,not_cleared_pre_registered_compute_bar,2,75,Stim48hr,57,95,385
414,CCDC59,not_cleared_pre_registered_compute_bar,2,74,Stim8hr,6,191,1021
415,ELP6,not_cleared_pre_registered_compute_bar,2,73,Rest,73,1,1072
416,PYROXD1,not_cleared_pre_registered_compute_bar,2,73,Rest,73,32,1551
417,SOD2,not_cleared_pre_registered_compute_bar,2,73,Stim8hr,6,71,3
418,CENPE,not_cleared_pre_registered_compute_bar,2,72,Stim8hr,0,16,384
419,NDUFAF5,not_cleared_pre_registered_compute_bar,2,72,Stim8hr,6,202,4
420,SMAGP,not_cleared_pre_registered_compute_bar,2,72,Rest,72,16,62
421,ARMC7,not_cleared_pre_registered_compute_bar,2,71,Stim48hr,0,382,1348
422,LENG8,not_cleared_pre_registered_compute_bar,2,71,Rest,71,54,251
423,DEPDC5,not_cleared_pre_registered_compute_bar,2,70,Rest,70,567,5
424,ANKRD11,not_cleared_pre_registered_compute_bar,2,69,Stim8hr,15,515,566
425,U2SURP,not_cleared_pre_registered_compute_bar,2,68,Rest,68,820,1579
426,SUPV3L1,not_cleared_pre_registered_compute_bar,2,66,Stim48hr,9,392,19
427,ARPC1B,not_cleared_pre_registered_compute_bar,2,65,Stim48hr,4,402,8
428,PMPCB,not_cleared_pre_registered_compute_bar,2,65,Stim8hr,25,1957,1501
429,WDTC1,not_cleared_pre_registered_compute_bar,2,65,Rest,65,907,216
430,RBM15,not_cleared_pre_registered_compute_bar,2,64,Stim48hr,2,540,191
431,CALR,not_cleared_pre_registered_compute_bar,2,63,Rest,63,139,505
432,SARNP,not_cleared_pre_registered_compute_bar,2,63,Stim48hr,19,12,19
433,HSP90B1,not_cleared_pre_registered_compute_bar,2,62,Stim48hr,2,13,432
434,LSM10,not_cleared_pre_registered_compute_bar,2,62,Stim48hr,113,280,621
435,CCDC137,not_cleared_pre_registered_compute_bar,2,61,Rest,61,33,299
436,CTNNBL1,not_cleared_pre_registered_compute_bar,2,61,Stim48hr,27,203,517
437,SPAG7,not_cleared_pre_registered_compute_bar,2,61,Stim8hr,6,198,206
438,HSPA8,not_cleared_pre_registered_compute_bar,2,60,Stim8hr,32,360,29
439,LSM11,not_cleared_pre_registered_compute_bar,2,60,Stim48hr,0,481,45
440,NDUFA3,not_cleared_pre_registered_compute_bar,2,60,Stim48hr,1,310,889
441,PTPN11,not_cleared_pre_registered_compute_bar,2,60,Stim48hr,8,647,19
442,GART,not_cleared_pre_registered_compute_bar,2,59,Stim48hr,3,207,645
443,PDCD2,not_cleared_pre_registered_compute_bar,2,59,Stim8hr,0,136,220
444,DPM2,not_cleared_pre_registered_compute_bar,2,58,Stim8hr,1,8,28
445,PSMC5,not_cleared_pre_registered_compute_bar,2,57,Stim8hr,28,0,3213
446,YPEL5,not_cleared_pre_registered_compute_bar,2,57,Rest,57,17,75
447,GAB2,not_cleared_pre_registered_compute_bar,2,56,Stim48hr,3,3406,4
448,AP2A1,not_cleared_pre_registered_compute_bar,2,55,Stim48hr,4,188,347
449,EEF1B2,not_cleared_pre_registered_compute_bar,2,54,Stim48hr,4,2,4
450,HMGB3,not_cleared_pre_registered_compute_bar,2,54,Stim48hr,17,832,867
451,TYK2,not_cleared_pre_registered_compute_bar,2,54,Stim48hr,34,151,808
452,METTL17,not_cleared_pre_registered_compute_bar,2,53,Stim48hr,8,215,38
453,RPN1,not_cleared_pre_registered_compute_bar,2,52,Stim8hr,0,42,738
454,ATP11B,not_cleared_pre_registered_compute_bar,2,51,Rest,51,287,1816
455,ATP6V1E1,not_cleared_pre_registered_compute_bar,2,51,Rest,51,24,221
456,INPPL1,not_cleared_pre_registered_compute_bar,2,51,Rest,51,472,182
457,WDR18,not_cleared_pre_registered_compute_bar,2,49,Stim8hr,28,27,1564
458,ORC4,not_cleared_pre_registered_compute_bar,2,47,Stim8hr,20,101,189
459,ANKRD17,not_cleared_pre_registered_compute_bar,2,46,Stim8hr,8,185,662
460,NHLRC2,not_cleared_pre_registered_compute_bar,2,44,Stim48hr,3,86,3
461,TPRKB,not_cleared_pre_registered_compute_bar,2,44,Stim8hr,0,6,1691
462,WTAP,not_cleared_pre_registered_compute_bar,2,44,Rest,44,14,2275
463,ARGLU1,not_cleared_pre_registered_compute_bar,2,43,Stim8hr,22,969,322
464,CNIH4,not_cleared_pre_registered_compute_bar,2,43,Stim8hr,21,42,52
465,KRI1,not_cleared_pre_registered_compute_bar,2,43,Stim8hr,96,346,919
466,CEP85,not_cleared_pre_registered_compute_bar,2,42,Stim8hr,15,4,217
467,YARS2,not_cleared_pre_registered_compute_bar,2,42,Stim48hr,3,536,13
468,NUP133,not_cleared_pre_registered_compute_bar,2,41,Stim48hr,0,164,1933
469,SERF2,not_cleared_pre_registered_compute_bar,2,41,Rest,41,249,941
470,HIPK1,not_cleared_pre_registered_compute_bar,2,40,Stim8hr,25,554,609
471,PET117,not_cleared_pre_registered_compute_bar,2,40,Stim8hr,0,223,315
472,EEF1G,not_cleared_pre_registered_compute_bar,2,39,Stim8hr,0,1430,1182
473,EMG1,not_cleared_pre_registered_compute_bar,2,39,Stim8hr,0,225,0
474,RAD21,not_cleared_pre_registered_compute_bar,2,39,Stim48hr,1,1135,482
475,WDR26,not_cleared_pre_registered_compute_bar,2,39,Rest,39,185,861
476,LETM1,not_cleared_pre_registered_compute_bar,2,38,Stim8hr,37,555,932
477,MYSM1,not_cleared_pre_registered_compute_bar,2,38,Stim8hr,2,105,55
478,NDUFB10,not_cleared_pre_registered_compute_bar,2,38,Rest,38,308,400
479,SLC16A5,not_cleared_pre_registered_compute_bar,2,38,Rest,38,44,551
480,SUPT4H1,not_cleared_pre_registered_compute_bar,2,38,Stim8hr,455,334,423
481,AAR2,not_cleared_pre_registered_compute_bar,2,37,Rest,37,377,9
482,AKIRIN2,not_cleared_pre_registered_compute_bar,2,37,Stim8hr,27,131,76
483,PSMB6,not_cleared_pre_registered_compute_bar,2,37,Stim8hr,5,51,2436
484,FUNDC2,not_cleared_pre_registered_compute_bar,2,36,Stim8hr,17,996,1179
485,LTBP4,not_cleared_pre_registered_compute_bar,2,36,Rest,36,114,510
486,SEPSECS,not_cleared_pre_registered_compute_bar,2,36,Stim48hr,3,4,86
487,NUP35,not_cleared_pre_registered_compute_bar,2,35,Stim48hr,1,16,101
488,TOPBP1,not_cleared_pre_registered_compute_bar,2,35,Stim8hr,21,6,145
489,ANAPC11,not_cleared_pre_registered_compute_bar,2,34,Stim48hr,0,1,596
490,LAMTOR1,not_cleared_pre_registered_compute_bar,2,34,Rest,34,61,969
491,AP2S1,not_cleared_pre_registered_compute_bar,2,33,Stim48hr,14,241,41
492,DCAF6,not_cleared_pre_registered_compute_bar,2,33,Stim8hr,28,10,7
493,DYNLL1,not_cleared_pre_registered_compute_bar,2,33,Stim8hr,5,90,131
494,MTOR,not_cleared_pre_registered_compute_bar,2,33,Stim48hr,0,2044,2774
495,MAD2L2,not_cleared_pre_registered_compute_bar,2,32,Stim8hr,0,4,302
496,SERBP1,not_cleared_pre_registered_compute_bar,2,32,Stim8hr,5,397,121
497,ADRM1,not_cleared_pre_registered_compute_bar,2,31,Stim8hr,5,54,107
498,TIMM9,not_cleared_pre_registered_compute_bar,2,31,Stim8hr,79,404,769
499,UBE2D3,not_cleared_pre_registered_compute_bar,2,31,Stim48hr,22,92,33
500,ADAM10,not_cleared_pre_registered_compute_bar,2,30,Stim8hr,24,609,2531
501,SUMO2,not_cleared_pre_registered_compute_bar,2,30,Stim8hr,14,223,54
502,EDC4,not_cleared_pre_registered_compute_bar,2,29,Stim48hr,12,41,801
503,MRGBP,not_cleared_pre_registered_compute_bar,2,29,Stim8hr,1,219,991
504,MSL1,not_cleared_pre_registered_compute_bar,2,29,Stim8hr,0,183,48
505,PTPMT1,not_cleared_pre_registered_compute_bar,2,29,Rest,29,212,99
506,CENPJ,not_cleared_pre_registered_compute_bar,2,28,Stim48hr,55,217,1345
507,DYNLL2,not_cleared_pre_registered_compute_bar,2,28,Stim8hr,4,822,270
508,MARS2,not_cleared_pre_registered_compute_bar,2,28,Stim48hr,0,154,16
509,UBE3C,not_cleared_pre_registered_compute_bar,2,28,Rest,28,296,365
510,DDOST,not_cleared_pre_registered_compute_bar,2,27,Stim48hr,0,668,534
511,STT3B,not_cleared_pre_registered_compute_bar,2,27,Rest,27,634,15
512,GCLC,not_cleared_pre_registered_compute_bar,2,26,Stim8hr,5,208,1
513,IRF2BP2,not_cleared_pre_registered_compute_bar,2,26,Stim8hr,1,688,126
514,MCMBP,not_cleared_pre_registered_compute_bar,2,26,Stim48hr,6,157,1166
515,NCAPH2,not_cleared_pre_registered_compute_bar,2,26,Stim48hr,6,9,1408
516,AGBL5,not_cleared_pre_registered_compute_bar,2,25,Rest,25,333,1329
517,NUMA1,not_cleared_pre_registered_compute_bar,2,25,Stim48hr,4,1547,73
518,OPA1,not_cleared_pre_registered_compute_bar,2,25,Rest,25,151,161
519,RMI1,not_cleared_pre_registered_compute_bar,2,25,Rest,25,46,9
520,HNRNPR,not_cleared_pre_registered_compute_bar,2,24,Stim8hr,1,1,424
521,KIF4A,not_cleared_pre_registered_compute_bar,2,24,Rest,24,3,16
522,NDUFV2,not_cleared_pre_registered_compute_bar,2,24,Stim48hr,19,193,227
523,PABPC4,not_cleared_pre_registered_compute_bar,2,24,Stim8hr,0,336,956
524,TPP2,not_cleared_pre_registered_compute_bar,2,24,Stim48hr,3,345,0
525,NSMCE2,not_cleared_pre_registered_compute_bar,2,23,Stim8hr,7,1,525
526,SPCS2,not_cleared_pre_registered_compute_bar,2,23,Stim8hr,4,294,1569
527,UBQLN4,not_cleared_pre_registered_compute_bar,2,23,Stim48hr,13,118,45
528,BCL2L1,not_cleared_pre_registered_compute_bar,2,22,Stim48hr,2,12,150
529,MLLT6,not_cleared_pre_registered_compute_bar,2,22,Stim8hr,2,895,1634
530,MON1A,not_cleared_pre_registered_compute_bar,2,22,Stim8hr,20,303,744
531,NELFE,not_cleared_pre_registered_compute_bar,2,22,Rest,22,540,2103
532,NOP9,not_cleared_pre_registered_compute_bar,2,22,Stim8hr,7,0,766
533,PYURF,not_cleared_pre_registered_compute_bar,2,22,Rest,22,139,172
534,SLC39A7,not_cleared_pre_registered_compute_bar,2,22,Stim8hr,4,126,1126
535,ZNF687,not_cleared_pre_registered_compute_bar,2,22,Rest,22,66,25
536,GTF2A2,not_cleared_pre_registered_compute_bar,2,21,Stim48hr,6,571,284
537,KPNA6,not_cleared_pre_registered_compute_bar,2,21,Stim48hr,4,57,618
538,PPP4R2,not_cleared_pre_registered_compute_bar,2,21,Stim8hr,1,269,698
539,TIMM13,not_cleared_pre_registered_compute_bar,2,21,Stim48hr,4,447,409
540,ZNF317,not_cleared_pre_registered_compute_bar,2,20,Stim8hr,13,54,42
541,RFC1,not_cleared_pre_registered_compute_bar,2,19,Stim8hr,2,17,422
542,SNAPC3,not_cleared_pre_registered_compute_bar,2,19,Stim48hr,5,283,2088
543,NAA35,not_cleared_pre_registered_compute_bar,2,18,Rest,18,68,682
544,SMG6,not_cleared_pre_registered_compute_bar,2,18,Stim8hr,11,9,665
545,SYNGR3,not_cleared_pre_registered_compute_bar,2,18,Stim48hr,4,167,1290
546,ATL2,not_cleared_pre_registered_compute_bar,2,17,Stim8hr,2,16,235
547,PPP1R8,not_cleared_pre_registered_compute_bar,2,17,Stim48hr,3,244,967
548,PSMB5,not_cleared_pre_registered_compute_bar,2,17,Stim8hr,3,2,3762
549,XPO5,not_cleared_pre_registered_compute_bar,2,17,Stim48hr,10,498,280
550,CENPW,not_cleared_pre_registered_compute_bar,2,16,Rest,16,6,602
551,INO80D,not_cleared_pre_registered_compute_bar,2,16,Rest,16,83,163
552,MED30,not_cleared_pre_registered_compute_bar,2,16,Stim8hr,1,3283,846
553,PRKCA,not_cleared_pre_registered_compute_bar,2,16,Stim8hr,8,197,264
554,RCCD1,not_cleared_pre_registered_compute_bar,2,16,Stim48hr,9,288,636
555,ARRB2,not_cleared_pre_registered_compute_bar,2,15,Rest,15,110,157
556,CIAO1,not_cleared_pre_registered_compute_bar,2,15,Stim48hr,8,116,522
557,CYREN,not_cleared_pre_registered_compute_bar,2,15,Stim8hr,11,334,270
558,RAB4A,not_cleared_pre_registered_compute_bar,2,15,Rest,15,7,390
559,SRP68,not_cleared_pre_registered_compute_bar,2,15,Stim8hr,2,2535,2562
560,TIMM8A,not_cleared_pre_registered_compute_bar,2,15,Rest,15,26,10
561,ELL,not_cleared_pre_registered_compute_bar,2,14,Stim8hr,1,63,1916
562,LTBP3,not_cleared_pre_registered_compute_bar,2,14,Stim8hr,4,0,30
563,PEX19,not_cleared_pre_registered_compute_bar,2,14,Stim8hr,9,183,247
564,SDR39U1,not_cleared_pre_registered_compute_bar,2,14,Stim8hr,11,247,125
565,ZNF559,not_cleared_pre_registered_compute_bar,2,14,Stim48hr,6,64,687
566,AASDHPPT,not_cleared_pre_registered_compute_bar,2,13,Rest,13,3,85
567,BRD2,not_cleared_pre_registered_compute_bar,2,13,Stim48hr,4,204,563
568,EPB41L2,not_cleared_pre_registered_compute_bar,2,13,Stim48hr,12,163,771
569,NAPG,not_cleared_pre_registered_compute_bar,2,13,Stim48hr,2,2,276
570,NCKAP1,not_cleared_pre_registered_compute_bar,2,13,Stim8hr,4,90,615
571,TBC1D1,not_cleared_pre_registered_compute_bar,2,13,Stim48hr,6,164,120
572,TFB2M,not_cleared_pre_registered_compute_bar,2,13,Stim48hr,4,8,7
573,TMEM127,not_cleared_pre_registered_compute_bar,2,13,Stim48hr,3,4,16
574,ACSS2,not_cleared_pre_registered_compute_bar,2,12,Stim8hr,3,193,60
575,CCP110,not_cleared_pre_registered_compute_bar,2,12,Rest,12,0,2
576,CRKL,not_cleared_pre_registered_compute_bar,2,12,Stim48hr,3,5,75
577,EIF1AD,not_cleared_pre_registered_compute_bar,2,12,Stim48hr,5,49,179
578,GTF2H3,not_cleared_pre_registered_compute_bar,2,12,Stim8hr,4,260,709
579,KCMF1,not_cleared_pre_registered_compute_bar,2,12,Stim8hr,1,93,100
580,NF1,not_cleared_pre_registered_compute_bar,2,12,Rest,12,158,21
581,NUDT15,not_cleared_pre_registered_compute_bar,2,12,Stim8hr,1,909,52
582,SF3B5,not_cleared_pre_registered_compute_bar,2,12,Stim48hr,0,1,1942
583,SKA1,not_cleared_pre_registered_compute_bar,2,12,Rest,12,17,332
584,TAF1B,not_cleared_pre_registered_compute_bar,2,12,Stim8hr,6,172,97
585,UPF3A,not_cleared_pre_registered_compute_bar,2,12,Stim48hr,1,3,60
586,CNOT2,not_cleared_pre_registered_compute_bar,2,11,Stim8hr,6,234,2379
587,EEFSEC,not_cleared_pre_registered_compute_bar,2,11,Rest,11,368,690
588,MALSU1,not_cleared_pre_registered_compute_bar,2,11,Stim48hr,6,173,14
589,PIK3C3,not_cleared_pre_registered_compute_bar,2,11,Stim48hr,1,3,366
590,PPP1R37,not_cleared_pre_registered_compute_bar,2,11,Stim8hr,4,835,2459
591,ROMO1,not_cleared_pre_registered_compute_bar,2,11,Stim8hr,0,730,86
592,SRPRB,not_cleared_pre_registered_compute_bar,2,11,Stim8hr,0,1566,1164
593,USP14,not_cleared_pre_registered_compute_bar,2,11,Stim48hr,3,250,1357
594,TADA2B,not_cleared_pre_registered_compute_bar,2,5920,Stim8hr,4681,149,657
595,TAF6L,not_cleared_pre_registered_compute_bar,2,4639,Stim8hr,3368,244,333
596,ELOF1,not_cleared_pre_registered_compute_bar,2,4258,Stim48hr,3300,1439,1149
597,MED19,not_cleared_pre_registered_compute_bar,2,3869,Stim8hr,2012,3716,3090
598,BRD8,not_cleared_pre_registered_compute_bar,2,3693,Stim8hr,1903,625,49
599,TAF11,not_cleared_pre_registered_compute_bar,2,2930,Stim8hr,1727,198,483
600,MED24,not_cleared_pre_registered_compute_bar,2,2795,Stim8hr,1539,531,111
601,LAMTOR2,not_cleared_pre_registered_compute_bar,2,2063,Stim48hr,405,28,200
602,DNAJC8,not_cleared_pre_registered_compute_bar,2,1818,Stim48hr,256,349,158
603,KIF20A,not_cleared_pre_registered_compute_bar,2,1780,Stim8hr,323,351,0
604,RBM10,not_cleared_pre_registered_compute_bar,2,1505,Stim48hr,384,107,1377
605,ISCA2,not_cleared_pre_registered_compute_bar,2,1501,Stim48hr,42,353,145
606,BCS1L,not_cleared_pre_registered_compute_bar,2,1338,Stim48hr,454,5,0
607,SAMD4B,not_cleared_pre_registered_compute_bar,2,1164,Rest,1164,276,119
608,INTS12,not_cleared_pre_registered_compute_bar,2,1148,Stim8hr,484,38,89
609,ELP2,not_cleared_pre_registered_compute_bar,2,1098,Stim8hr,723,64,771
610,INTS13,not_cleared_pre_registered_compute_bar,2,1073,Stim48hr,567,165,781
611,ATP5F1A,not_cleared_pre_registered_compute_bar,2,1021,Stim48hr,114,659,7
612,PPP1R11,not_cleared_pre_registered_compute_bar,2,903,Stim8hr,420,558,1349
613,CCNA2,not_cleared_pre_registered_compute_bar,2,818,Stim8hr,467,9,0
614,SEC61B,not_cleared_pre_registered_compute_bar,2,811,Stim8hr,643,132,863
615,SHOC2,not_cleared_pre_registered_compute_bar,2,808,Stim8hr,3,234,382
616,CTU2,not_cleared_pre_registered_compute_bar,2,762,Stim8hr,327,195,728
617,RELL2,not_cleared_pre_registered_compute_bar,2,739,Stim8hr,652,114,365
